,clid,hhid,qb01,qb02,qb03,qb04,qb05,qb06,qb07_1,qb07_2,qb07_3,qb07_4,qb07_5,qb07_6,qb08_1,qb08_2,qb08_3,qb08_4,qb08_5,qb08_6
3379,1966.0,7.0,103,Family matters (divorce; pater,Yes,Extended family members (outside the household),Most comfortable with this person,"Yes, and the matter is resolved",P,None,,,0.0,,,0.0,,,0.0,
3380,1966.0,8.0,108,Disputes over personal propert,Yes,Chief/ Assistant Chief,Party has technical skill,"Yes, and the matter is resolved",D,Chief/Assistant Chief,0.0,P,None,,,0.0,,,0.0,
3381,1968.0,5.0,101,"Land (squatters, allocation, t",Yes,Chief/ Assistant Chief,Party has the power/authority,"Yes, and the matter is resolved",D,Chief/Assistant Chief,4000.0,P,None,0.0,D,National Government,3000.0,,0.0,
3382,1968.0,9.0,101,"Land (squatters, allocation, t",Yes,Courts,Party has the power/authority,"No, the matter is still pending",M,Courts,10000.0,P,None,0.0,I,Courts,0.0,,0.0,
3383,1969.0,2.0,101,"Land (squatters, allocation, t",Yes,Courts,Party has the power/authority,"Yes, and the matter is resolved",M,Courts,6000.0,,0.0,,,0.0,,,0.0,
3384,1973.0,7.0,101,"Land (squatters, allocation, t",Yes,Gangs,Party has the power/authority,"Yes, and the matter is resolved",O,Gangs,500.0,,0.0,,X,Other (Specify),2000.0,,0.0,
3385,1973.0,7.0,103,Family matters (divorce; pater,Yes,Traditional leader/elder,Proximity/location,"Yes, and the matter is resolved",G,Traditional Leader/Elder,0.0,,0.0,,,0.0,,,0.0,
3386,1973.0,9.0,101,"Land (squatters, allocation, t",Yes,Chief/ Assistant Chief,Party has the power/authority,"Yes, and the matter is resolved",D,Chief/Assistant Chief,1000.0,,0.0,,,0.0,,,0.0,
3387,1974.0,4.0,105,"Criminal matters (murder,sexua",Yes,Police,Party has the power/authority,"Yes, and the matter is resolved",L,Police,5000.0,P,None,,H,Police,0.0,,0.0,
3388,1974.0,4.0,112,Religious/Witchcraft offenses,Yes,Chief/ Assistant Chief,Party has community/family respect,"Yes, and the matter is resolved",D,Chief/Assistant Chief,0.0,P,None,,X,Other (Specify),0.0,,0.0,
3389,1974.0,7.0,107,Tenants vs. Landlords,Yes,Friend,Party has the power/authority,"Yes, and the matter is resolved",X,Other (Specify),0.0,P,None,,X,Other (Specify),0.0,,0.0,
3390,1975.0,2.0,107,Tenants vs. Landlords,Yes,None,,,,,,,,,,,,,,
3391,1975.0,4.0,114,Corruption/bribery,Yes,None,,,,,,,,,,,,,,
3392,1975.0,5.0,111,Traffic matters,Yes,None,,,,,,,,,,,,,,
3393,1975.0,7.0,114,Corruption/bribery,Yes,None,,,,,,,,,,,,,,
3394,1975.0,8.0,113,Political disagreements/electi,Yes,Other (specify),Would cause least disruption to life,"Yes, and the matter is resolved",P,None,0.0,,0.0,,I,Courts,10000.0,,0.0,
3395,1975.0,8.0,114,Corruption/bribery,Yes,None,,,,,,,,,,,,,,
3396,1976.0,2.0,103,Family matters (divorce; pater,Yes,Directly to the other party,Would cause least disruption to life,"No, the matter is still pending",A,Directly To The Other Party,0.0,P,None,0.0,A,Directly To The Other Party,0.0,D,National Government,0.0
3397,1978.0,1.0,103,Family matters (divorce; pater,Yes,Traditional leader/elder,Party has community/family respect,"No, the matter is still pending",G,Traditional Leader/Elder,1000.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
3398,1978.0,1.0,105,"Criminal matters (murder,sexua",Yes,Police,Party has the power/authority,"Yes, and the matter is resolved",P,None,0.0,,0.0,0.0,H,Police,6000.0,,0.0,0.0
3399,1978.0,3.0,104,Succession and inheritance (in,Yes,None,,,,,,,,,,,,,,
3400,1978.0,5.0,104,Succession and inheritance (in,Yes,Extended family members (outside the household),Party has community/family respect,"Yes, and the matter is resolved",X,Other (Specify),0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
3401,1981.0,7.0,102,"Commercial (unpaid debts, unde",Yes,Courts,Proximity/location,"No, the matter is still pending",M,Courts,20000.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
3402,1982.0,8.0,105,"Criminal matters (murder,sexua",Yes,Traditional leader/elder,Party has community/family respect,"Yes, and the matter is resolved",G,Traditional Leader/Elder,2000.0,P,None,,X,Other (Specify),,,0.0,
3403,1982.0,9.0,102,"Commercial (unpaid debts, unde",Yes,Courts,Party has the power/authority,"No, the matter is still pending",P,None,,,0.0,,X,Other (Specify),,,0.0,
3404,1982.0,9.0,108,Disputes over personal propert,Yes,Courts,Party has the power/authority,"Yes, and the matter is resolved",P,None,,,0.0,,I,Courts,100000.0,,0.0,
3405,1983.0,1.0,110,Labour (employee/employer disp,Yes,Directly to the other party,Would cause least disruption to life,"Yes, and the matter is resolved",A,Directly To The Other Party,0.0,P,None,,A,Directly To The Other Party,0.0,,0.0,
3406,1983.0,5.0,102,"Commercial (unpaid debts, unde",Yes,Directly to the other party,Would cause least disruption to life,"Yes, and the matter is resolved",A,Directly To The Other Party,0.0,P,None,,A,Directly To The Other Party,0.0,,0.0,
3407,1983.0,7.0,102,"Commercial (unpaid debts, unde",Yes,Directly to the other party,Party has the power/authority,"Yes, and the matter is resolved",A,Directly To The Other Party,0.0,P,None,,A,Directly To The Other Party,0.0,,0.0,
3408,1983.0,7.0,107,Tenants vs. Landlords,Yes,Chief/ Assistant Chief,Party has community/family respect,"Yes, and the matter is resolved",D,Chief/Assistant Chief,0.0,P,None,,D,National Government,0.0,,0.0,
3409,1984.0,1.0,103,Family matters (divorce; pater,Yes,None,,,,,,,,,,,,,,
3410,1984.0,3.0,101,"Land (squatters, allocation, t",Yes,Chief/ Assistant Chief,Party has community/family respect,"Yes, and the matter is resolved",P,None,0.0,,0.0,,X,Other (Specify),0.0,,0.0,
3411,1984.0,7.0,101,"Land (squatters, allocation, t",Yes,None,,,,,,,,,,,,,,
3412,1986.0,6.0,105,"Criminal matters (murder,sexua",Yes,Police,Party has the power/authority,"No, the matter is still pending",L,Police,0.0,,0.0,,H,Police,0.0,,0.0,
3413,1987.0,3.0,102,"Commercial (unpaid debts, unde",Yes,Courts,Party has the power/authority,"Yes, and the matter is resolved",M,Courts,165000.0,P,None,,,0.0,,,0.0,
3414,1990.0,5.0,111,Traffic matters,Yes,Courts,Party has technical skill,"Yes, and the matter is resolved",I,Member Of County Assembly (Mca),100000.0,,0.0,,,0.0,,,0.0,
3415,1990.0,7.0,111,Traffic matters,Yes,Courts,Party has technical skill,"Yes, and the matter is resolved",P,None,,,0.0,,,0.0,,,0.0,
3416,1990.0,9.0,101,"Land (squatters, allocation, t",Yes,Courts,Party has technical skill,"No, the matter is still pending",P,None,,,0.0,,,0.0,,,0.0,
3417,1991.0,1.0,111,Traffic matters,Yes,Police,Party has the power/authority,"No, the matter is still pending",,0.0,0.0,K,Lawyer,20000.0,,0.0,,,0.0,
3418,1991.0,2.0,102,"Commercial (unpaid debts, unde",Yes,Chief/ Assistant Chief,Party has the power/authority,"Yes, and the matter is resolved",I,Member Of County Assembly (Mca),40.0,,0.0,,,0.0,,,0.0,
3419,1991.0,3.0,104,Succession and inheritance (in,Yes,Lawyer,Party has technical skill,"No, the matter is still pending",K,Lawyer,80000.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
3420,1991.0,6.0,103,Family matters (divorce; pater,Yes,National government official,Party has the power/authority,"No, they decided not to rule on the matter",P,None,,,0.0,,,0.0,,,0.0,
3421,1991.0,7.0,105,"Criminal matters (murder,sexua",Yes,Police,Party has the power/authority,"Yes, and the matter is resolved",L,Police,0.0,,0.0,,H,Police,0.0,,0.0,
3422,1995.0,1.0,102,"Commercial (unpaid debts, unde",Yes,Extended family members (outside the household),Would cause least disruption to life,"No, the matter is still pending",P,None,,,0.0,,,0.0,,,0.0,
3423,1995.0,1.0,103,Family matters (divorce; pater,Yes,Other (specify),Party has community/family respect,"Yes, and the matter is resolved",P,None,,,0.0,,,0.0,,,0.0,
3424,1995.0,7.0,101,"Land (squatters, allocation, t",Yes,Chief/ Assistant Chief,Party has community/family respect,"No, the matter is still pending",P,None,,,0.0,,,0.0,,,0.0,
3425,1995.0,7.0,107,Tenants vs. Landlords,Yes,None,,,,,,,,,,,,,,
3426,1995.0,7.0,109,"Domestic violence (sexual, phy",Yes,Traditional leader/elder,Most comfortable with this person,"Yes, and the matter is resolved",P,None,,,0.0,,,0.0,,,0.0,
3427,1995.0,9.0,109,"Domestic violence (sexual, phy",Yes,Extended family members (outside the household),Would cause least disruption to life,"Yes, and the matter is resolved",P,None,,,0.0,,,0.0,,,0.0,
3428,1997.0,1.0,103,Family matters (divorce; pater,Yes,Extended family members (outside the household),Party has community/family respect,"No, the matter is still pending",B,Extended Family Members (Outside The Household),0.0,P,None,0.0,B,Extended Family Member,0.0,,0.0,
3429,1997.0,2.0,103,Family matters (divorce; pater,Yes,Directly to the other party,Most comfortable with this person,"Yes, and the matter is resolved",A,Directly To The Other Party,0.0,P,None,0.0,A,Directly To The Other Party,0.0,,0.0,
3430,1997.0,3.0,102,"Commercial (unpaid debts, unde",Yes,Directly to the other party,Most comfortable with this person,"Yes, and the matter is resolved",A,Directly To The Other Party,0.0,P,None,0.0,A,Directly To The Other Party,0.0,,0.0,
3431,1997.0,4.0,103,Family matters (divorce; pater,Yes,Chief/ Assistant Chief,Party has community/family respect,"Yes, and the matter is resolved",D,Chief/Assistant Chief,0.0,P,None,0.0,D,National Government,0.0,,0.0,
3432,1999.0,6.0,101,"Land (squatters, allocation, t",Yes,Chief/ Assistant Chief,Party has community/family respect,"Yes, and the matter is resolved",D,Chief/Assistant Chief,0.0,P,None,,D,National Government,1500.0,,0.0,
3433,2002.0,5.0,111,Traffic matters,Yes,Police,Party has the power/authority,"No, the matter is still pending",L,Police,0.0,,0.0,0.0,H,Police,0.0,,0.0,0.0
3434,2003.0,3.0,101,"Land (squatters, allocation, t",Yes,Courts,Party has technical skill,"No, the matter is still pending",K,Lawyer,65000.0,G,Traditional Leader/Elder,15000.0,,0.0,0.0,,0.0,0.0
3435,2003.0,9.0,101,"Land (squatters, allocation, t",Yes,Chief/ Assistant Chief,Party has community/family respect,"No, they could not help us with the dispute",E,Other National Government Official,15000.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
3436,2003.0,10.0,101,"Land (squatters, allocation, t",Yes,Courts,Party has the power/authority,"No, the matter is still pending",M,Courts,2000.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
3437,2007.0,2.0,108,Disputes over personal propert,Yes,Chief/ Assistant Chief,Party has the power/authority,"No, they could not help us with the dispute",I,Member Of County Assembly (Mca),0.0,,0.0,,,0.0,,,0.0,
3438,2008.0,2.0,106,Natural resources (communal gr,Yes,Directly to the other party,Would cause least disruption to life,"Yes, and the matter is resolved",P,None,,,0.0,,X,Other (Specify),,,0.0,
3439,2008.0,3.0,103,Family matters (divorce; pater,Yes,Chief/ Assistant Chief,Party has the power/authority,"Yes, and the matter is resolved",D,Chief/Assistant Chief,200.0,P,None,,X,Other (Specify),,,0.0,
3440,2009.0,1.0,102,"Commercial (unpaid debts, unde",Yes,None,,,,,,,,,,,,,,
3441,2009.0,1.0,107,Tenants vs. Landlords,Yes,None,,,,,,,,,,,,,,
3442,2009.0,3.0,105,"Criminal matters (murder,sexua",Yes,None,,,,,,,,,,,,,,
3443,2009.0,5.0,105,"Criminal matters (murder,sexua",Yes,None,,,,,,,,,,,,,,
3444,2009.0,7.0,102,"Commercial (unpaid debts, unde",Yes,None,,,,,,,,,,,,,,
3445,2011.0,2.0,109,"Domestic violence (sexual, phy",Yes,Friend,Party has community/family respect,"Yes, and the matter is resolved",P,None,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
3446,2011.0,4.0,108,Disputes over personal propert,Yes,Chief/ Assistant Chief,Party has the power/authority,"Yes, and the matter is resolved",P,None,,,0.0,,,0.0,,,0.0,
3447,2011.0,7.0,101,"Land (squatters, allocation, t",Yes,None,,,,,,,,,,,,,,
3448,2011.0,9.0,109,"Domestic violence (sexual, phy",Yes,Police,Party has the power/authority,"No, the matter is still pending",I,Member Of County Assembly (Mca),1000.0,,0.0,,H,Police,2000.0,,0.0,
3449,2012.0,1.0,101,"Land (squatters, allocation, t",Yes,Chief/ Assistant Chief,Party has community/family respect,"No, the matter is still pending",D,Chief/Assistant Chief,500.0,P,None,,D,National Government,0.0,,0.0,
3450,2013.0,5.0,103,Family matters (divorce; pater,Yes,Chief/ Assistant Chief,Party has the power/authority,"No, they could not help us with the dispute",P,None,0.0,,0.0,0.0,X,Other (Specify),0.0,,0.0,
3451,2013.0,8.0,102,"Commercial (unpaid debts, unde",Yes,Chief/ Assistant Chief,Party has the power/authority,"Yes, and the matter is resolved",D,Chief/Assistant Chief,200.0,,0.0,,D,National Government,200.0,,0.0,
3452,2014.0,7.0,101,"Land (squatters, allocation, t",Yes,Courts,Party has the power/authority,"No, the matter is still pending",M,Courts,0.0,K,Lawyer,70000.0,I,Courts,0.0,J,Lawyer,0.0
3453,2016.0,6.0,108,Disputes over personal propert,Yes,Traditional leader/elder,Party has community/family respect,"Yes, and the matter is resolved",G,Traditional Leader/Elder,1000.0,,0.0,,C,Traditional Leader/Elder,1500.0,,0.0,
3454,2016.0,7.0,101,"Land (squatters, allocation, t",Yes,Chief/ Assistant Chief,Party has the power/authority,"Yes, and the matter is resolved",D,Chief/Assistant Chief,500.0,P,None,,X,Other (Specify),0.0,,0.0,0.0
3455,2016.0,9.0,102,"Commercial (unpaid debts, unde",Yes,Chief/ Assistant Chief,Party has community/family respect,"Yes, and the matter is resolved",P,None,0.0,,0.0,,B,Extended Family Member,1000.0,,0.0,0.0
3456,2018.0,3.0,111,Traffic matters,Yes,Lawyer,Party has technical skill,"Yes, and the matter is resolved",M,Courts,2000.0,,0.0,,H,Police,1000.0,,0.0,
3457,2019.0,1.0,102,"Commercial (unpaid debts, unde",Yes,Directly to the other party,Proximity/location,"Yes, and the matter is resolved",A,Directly To The Other Party,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
3458,2019.0,2.0,102,"Commercial (unpaid debts, unde",Yes,Directly to the other party,Proximity/location,"No, they could not help us with the dispute",A,Directly To The Other Party,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
3459,2019.0,4.0,102,"Commercial (unpaid debts, unde",Yes,Directly to the other party,Proximity/location,"Yes, and the matter is resolved",A,Directly To The Other Party,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
3460,2019.0,8.0,102,"Commercial (unpaid debts, unde",Yes,Directly to the other party,Proximity/location,"Yes, and the matter is resolved",A,Directly To The Other Party,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
3461,2020.0,1.0,105,"Criminal matters (murder,sexua",Yes,Police,Party has the power/authority,"Yes, and the matter is resolved",M,Courts,5000.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
3462,2020.0,7.0,103,Family matters (divorce; pater,Yes,Traditional leader/elder,Tradition,"Yes, and the matter is resolved",G,Traditional Leader/Elder,500.0,,0.0,,,0.0,,,0.0,
3463,2021.0,1.0,103,Family matters (divorce; pater,Yes,National government official,Party has the power/authority,"Yes, and the matter is resolved",P,None,,,0.0,,,0.0,,,0.0,
3464,2021.0,3.0,110,Labour (employee/employer disp,Yes,Chief/ Assistant Chief,Party has the power/authority,"Yes, and the matter is resolved",P,None,,,0.0,,,0.0,,,0.0,
3465,2021.0,6.0,103,Family matters (divorce; pater,Yes,National government official,Party has the power/authority,"No, the matter is still pending",P,None,,,0.0,,,0.0,,,0.0,
3466,2021.0,7.0,102,"Commercial (unpaid debts, unde",Yes,Chief/ Assistant Chief,Party has the power/authority,"Yes, and the matter is resolved",P,None,,,0.0,,,0.0,,,0.0,
3467,2022.0,9.0,103,Family matters (divorce; pater,Yes,Traditional leader/elder,Party has community/family respect,"Yes, and the matter is resolved",G,Traditional Leader/Elder,1000.0,P,None,0.0,C,Traditional Leader/Elder,0.0,,0.0,
3468,2023.0,3.0,105,"Criminal matters (murder,sexua",Yes,Courts,Party has the power/authority,"Yes, and the matter is resolved",M,Courts,200000.0,K,Lawyer,50000.0,X,Other (Specify),,,0.0,
3469,2023.0,9.0,102,"Commercial (unpaid debts, unde",Yes,Directly to the other party,Would cause least disruption to life,"Yes, and the matter is resolved",P,None,0.0,,0.0,,X,Other (Specify),0.0,,0.0,
3470,2032.0,7.0,101,"Land (squatters, allocation, t",Yes,Police,Party has technical skill,"Yes, and the matter is resolved",L,Police,4000.0,P,None,,X,Other (Specify),,,0.0,
3471,2033.0,4.0,101,"Land (squatters, allocation, t",Yes,Chief/ Assistant Chief,Party has the power/authority,"Yes, and the matter is resolved",G,Traditional Leader/Elder,10000.0,P,None,0.0,X,Other (Specify),,,0.0,
3472,2033.0,9.0,101,"Land (squatters, allocation, t",Yes,Traditional leader/elder,Party has technical skill,"No, the matter is still pending",X,Other (Specify),26000.0,P,None,,,0.0,,,0.0,
3473,2036.0,1.0,107,Tenants vs. Landlords,Yes,None,,,,,,,,,,,,,,
3474,2036.0,4.0,109,"Domestic violence (sexual, phy",Yes,None,,,,,,,,,,,,,,
3475,2036.0,10.0,103,Family matters (divorce; pater,Yes,Extended family members (outside the household),Tradition,"Yes, and the matter is resolved",A,Directly To The Other Party,0.0,P,None,0.0,A,Directly To The Other Party,8000.0,,0.0,0.0
3476,2037.0,6.0,101,"Land (squatters, allocation, t",Yes,Courts,Party has the power/authority,"No, they decided not to rule on the matter",M,Courts,5000.0,,0.0,,A,Directly To The Other Party,3000.0,,0.0,
3477,2038.0,6.0,103,Family matters (divorce; pater,Yes,Extended family members (outside the household),Party has technical skill,"Yes, and the matter is resolved",B,Extended Family Members (Outside The Household),500.0,,0.0,,X,Other (Specify),,,0.0,
3478,2038.0,8.0,101,"Land (squatters, allocation, t",Yes,Religious institution/religious leader,Party has the power/authority,"Yes, and the matter is resolved",C,Religious Institution/Religious Leader,0.0,,0.0,,X,Other (Specify),,,0.0,
3479,2040.0,3.0,107,Tenants vs. Landlords,Yes,None,,,,,,,,,,,,,,
3480,2040.0,3.0,114,Corruption/bribery,Yes,None,,,,,,,,,,,,,,
3481,2040.0,5.0,103,Family matters (divorce; pater,Yes,Extended family members (outside the household),Tradition,"Yes, and the matter is resolved",P,None,,,0.0,,,0.0,,,0.0,
3482,2040.0,5.0,107,Tenants vs. Landlords,Yes,Chief/ Assistant Chief,Cost,"Yes, and the matter is resolved",D,Chief/Assistant Chief,500.0,,0.0,,,0.0,0.0,,0.0,
3483,2040.0,7.0,102,"Commercial (unpaid debts, unde",Yes,Directly to the other party,Most comfortable with this person,"No, the matter is still pending",A,Directly To The Other Party,0.0,P,None,,A,Directly To The Other Party,0.0,,0.0,
3484,2040.0,9.0,111,Traffic matters,Yes,Directly to the other party,Would cause least disruption to life,,A,Directly To The Other Party,0.0,P,None,,A,Directly To The Other Party,0.0,,0.0,
3485,2040.0,9.0,114,Corruption/bribery,Yes,Directly to the other party,Would cause least disruption to life,,A,Directly To The Other Party,0.0,P,None,,A,Directly To The Other Party,0.0,,0.0,
3486,2041.0,3.0,108,Disputes over personal propert,Yes,Other (specify),Would cause least disruption to life,"Yes, and the matter is resolved",A,Directly To The Other Party,250.0,P,None,0.0,,0.0,0.0,,0.0,0.0
3487,2041.0,4.0,105,"Criminal matters (murder,sexua",Yes,Chief/ Assistant Chief,Party has community/family respect,"Yes, and the matter is resolved",D,Chief/Assistant Chief,600.0,P,None,0.0,,0.0,0.0,,0.0,0.0
3488,2041.0,7.0,108,Disputes over personal propert,Yes,Courts,Party has the power/authority,"No, the matter is still pending",P,None,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
3489,2042.0,2.0,104,Succession and inheritance (in,Yes,Chief/ Assistant Chief,Party has community/family respect,"No, the matter is still pending",D,Chief/Assistant Chief,0.0,I,Member Of County Assembly (Mca),0.0,X,Other (Specify),1500.0,,0.0,0.0
3490,2042.0,6.0,104,Succession and inheritance (in,Yes,Traditional leader/elder,Would cause least disruption to life,"Yes, and the matter is resolved",P,None,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
3491,2042.0,8.0,113,Political disagreements/electi,Yes,Traditional leader/elder,Party has community/family respect,"No, they could not help us with the dispute",G,Traditional Leader/Elder,500.0,D,Chief/Assistant Chief,1500.0,H,Police,2000.0,,0.0,4000.0
3492,2043.0,8.0,102,"Commercial (unpaid debts, unde",Yes,Police,Party has the power/authority,"Yes, and the matter is resolved",P,None,0.0,,0.0,,H,Police,100.0,,0.0,
3493,2046.0,2.0,103,Family matters (divorce; pater,Yes,None,,,,,,,,,,,,,,
3494,2047.0,6.0,108,Disputes over personal propert,Yes,Extended family members (outside the household),Would cause least disruption to life,"Yes, and the matter is resolved",P,None,,,0.0,,X,Other (Specify),,,0.0,
3495,2047.0,8.0,103,Family matters (divorce; pater,Yes,Extended family members (outside the household),Would cause least disruption to life,"Yes, and the matter is resolved",P,None,,,0.0,,B,Extended Family Member,,,0.0,
3496,2048.0,1.0,101,"Land (squatters, allocation, t",Yes,Chief/ Assistant Chief,Party has the power/authority,"Yes, and the matter is resolved",D,Chief/Assistant Chief,7000.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
3497,2048.0,1.0,103,Family matters (divorce; pater,Yes,None,,,,,,,,,,,,,,
3498,2048.0,2.0,103,Family matters (divorce; pater,Yes,None,,,,,,,,,,,,,,
3499,2048.0,2.0,109,"Domestic violence (sexual, phy",Yes,None,,,,,,,,,,,,,,
3500,2048.0,4.0,105,"Criminal matters (murder,sexua",Yes,None,,,,,,,,,,,,,,
3501,2048.0,5.0,102,"Commercial (unpaid debts, unde",Yes,None,,,,,,,,,,,,,,
3502,2048.0,7.0,101,"Land (squatters, allocation, t",Yes,Chief/ Assistant Chief,Party has community/family respect,"Yes, and the matter is resolved",D,Chief/Assistant Chief,3000.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
3503,2048.0,7.0,109,"Domestic violence (sexual, phy",Yes,None,,,,,,,,,,,,,,
3504,2048.0,8.0,101,"Land (squatters, allocation, t",Yes,National government official,Party has the power/authority,"Yes, and the matter is resolved",E,Other National Government Official,15000.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
3505,2048.0,8.0,102,"Commercial (unpaid debts, unde",Yes,None,,,,,,,,,,,,,,
3506,2048.0,9.0,102,"Commercial (unpaid debts, unde",Yes,None,,,,,,,,,,,,,,
3507,2048.0,9.0,109,"Domestic violence (sexual, phy",Yes,None,,,,,,,,,,,,,,
3508,2049.0,3.0,101,"Land (squatters, allocation, t",Yes,Extended family members (outside the household),Party has community/family respect,"Yes, and the matter is resolved",B,Extended Family Members (Outside The Household),0.0,P,None,0.0,B,Extended Family Member,0.0,X,Other (Specify),0.0
3509,2051.0,1.0,105,"Criminal matters (murder,sexua",Yes,Chief/ Assistant Chief,Party has the power/authority,"Yes, and the matter is resolved",G,Traditional Leader/Elder,100.0,D,Chief/Assistant Chief,0.0,,0.0,,,0.0,
3510,2051.0,1.0,108,Disputes over personal propert,Yes,Chief/ Assistant Chief,Party has the power/authority,"Yes, and the matter is resolved",G,Traditional Leader/Elder,70.0,D,Chief/Assistant Chief,0.0,,0.0,,,0.0,
3511,2051.0,2.0,103,Family matters (divorce; pater,Yes,Directly to the other party,Would cause least disruption to life,"Yes, and the matter is resolved",A,Directly To The Other Party,0.0,,0.0,,,0.0,,,0.0,
3512,2051.0,10.0,109,"Domestic violence (sexual, phy",Yes,Extended family members (outside the household),Most comfortable with this person,"Yes, and the matter is resolved",P,None,,,0.0,,,0.0,,,0.0,
3513,2053.0,5.0,110,Labour (employee/employer disp,Yes,Courts,Party has the power/authority,"No, the matter is still pending",M,Courts,6000.0,P,None,0.0,,0.0,0.0,,0.0,0.0
3514,2054.0,1.0,111,Traffic matters,Yes,None,,,,,,,,,,,,,,
3515,2054.0,1.0,114,Corruption/bribery,Yes,None,,,,,,,,,,,,,,
3516,2054.0,3.0,111,Traffic matters,Yes,None,,,,,,,,,,,,,,
3517,2054.0,9.0,105,"Criminal matters (murder,sexua",Yes,Police,Party has technical skill,"Yes, and the matter is resolved",M,Courts,15000.0,P,None,0.0,X,Other (Specify),0.0,,0.0,
3518,2056.0,2.0,110,Labour (employee/employer disp,Yes,Police,Proximity/location,"No, they could not help us with the dispute",L,Police,500.0,,0.0,0.0,I,Courts,500.0,,0.0,0.0
3519,2057.0,2.0,103,Family matters (divorce; pater,Yes,Religious institution/religious leader,Party has community/family respect,"Yes, and the matter is resolved",C,Religious Institution/Religious Leader,0.0,,0.0,,,0.0,,,0.0,
3520,2058.0,1.0,101,"Land (squatters, allocation, t",Yes,Chief/ Assistant Chief,Party has community/family respect,"No, the matter is still pending",D,Chief/Assistant Chief,500.0,,0.0,0.0,D,National Government,0.0,,0.0,0.0
3521,2058.0,6.0,101,"Land (squatters, allocation, t",Yes,Chief/ Assistant Chief,Party has the power/authority,"Yes, and the matter is resolved",D,Chief/Assistant Chief,0.0,,0.0,0.0,,0.0,,,0.0,
3522,2059.0,2.0,101,"Land (squatters, allocation, t",Yes,Chief/ Assistant Chief,Proximity/location,"No, the matter is still pending",D,Chief/Assistant Chief,0.0,,0.0,,X,Other (Specify),0.0,,0.0,
3523,2059.0,5.0,105,"Criminal matters (murder,sexua",Yes,Chief/ Assistant Chief,Proximity/location,"No, they could not help us with the dispute",D,Chief/Assistant Chief,300.0,,0.0,,X,Other (Specify),,,0.0,
3524,2060.0,2.0,109,"Domestic violence (sexual, phy",Yes,Extended family members (outside the household),Most comfortable with this person,"Yes, and the matter is resolved",B,Extended Family Members (Outside The Household),2000.0,,0.0,,B,Extended Family Member,0.0,,0.0,
3525,2061.0,3.0,101,"Land (squatters, allocation, t",Yes,National government official,Party has community/family respect,"No, the matter is still pending",B,Extended Family Members (Outside The Household),10000.0,X,Other (Specify),,D,National Government,2000.0,X,Other (Specify),0.0
3526,2061.0,7.0,101,"Land (squatters, allocation, t",Yes,Chief/ Assistant Chief,Party has community/family respect,"No, the matter is still pending",G,Traditional Leader/Elder,500.0,P,None,0.0,X,Other (Specify),,,0.0,
3527,2061.0,7.0,102,"Commercial (unpaid debts, unde",Yes,None,,,,,,,,,,,,,,
3528,2061.0,8.0,102,"Commercial (unpaid debts, unde",Yes,Directly to the other party,Tradition,"Yes, and the matter is resolved",P,None,0.0,,0.0,,X,Other (Specify),,,0.0,
3529,2061.0,9.0,105,"Criminal matters (murder,sexua",Yes,Chief/ Assistant Chief,Party has community/family respect,"Yes, and the matter is resolved",P,None,0.0,,0.0,,,0.0,,,0.0,
3530,2062.0,8.0,109,"Domestic violence (sexual, phy",Yes,None,,,,,,,,,,,,,,
3531,2064.0,3.0,103,Family matters (divorce; pater,Yes,Police,Party has the power/authority,"Yes, and the matter is resolved",L,Police,2000.0,P,None,0.0,H,Police,2000.0,,0.0,0.0
3532,2064.0,4.0,109,"Domestic violence (sexual, phy",Yes,Traditional leader/elder,Proximity/location,"Yes, and the matter is resolved",P,None,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
3533,2064.0,5.0,109,"Domestic violence (sexual, phy",Yes,Directly to the other party,Most comfortable with this person,"Yes, and the matter is resolved",P,None,,,0.0,,,0.0,0.0,,0.0,0.0
3534,2064.0,8.0,103,Family matters (divorce; pater,Yes,Directly to the other party,Party has community/family respect,"Yes, and the matter is resolved",P,None,0.0,,0.0,0.0,X,Other (Specify),0.0,,0.0,0.0
3535,2065.0,6.0,101,"Land (squatters, allocation, t",Yes,Chief/ Assistant Chief,Party has the power/authority,"Yes, and the matter is resolved",D,Chief/Assistant Chief,0.0,X,Other (Specify),3600.0,D,National Government,0.0,,0.0,0.0
