,clid,hhid,r01,r02,r03,r04,r05,r06,r07,r08,r09,r10_m,r10_y,r11,r12,r13
8137,1977.0,7.0,Yes,Yes,2.0,KCB BANK,2.0, Commercial Banks  ,Business/Investment   ,200000.0,14.0,,13.0,24.0,100000.0,Salary 
8138,1978.0,1.0,Yes,Yes,1.0,PERSONAL LOAN,1.0, Relative/ Friend/Neighbour  ,Purchase of Agricultural Inputs  ,3000.0,2.0,30.0,,3.0,0.0,Other  
8139,1978.0,2.0,Yes,Yes,1.0,FRIEND LOAN,1.0, Relative/ Friend/Neighbour  ,Other  ,3000.0,0.0,0.0,,1.0,0.0,None 
8140,1978.0,3.0,Yes,Yes,1.0,MONEY LOAN,1.0, Relative/ Friend/Neighbour  ,Subsistence Needs  ,200.0,0.0,0.0,,1.0,0.0,None 
8141,1978.0,4.0,Yes,Yes,1.0,LOAN 1,1.0, Relative/ Friend/Neighbour  ,School Fees (Education)  ,3000.0,2.0,0.0,0.0,1.0,2000.0,None 
8142,1978.0,4.0,Yes,Yes,2.0,LOAN 2,2.0, Relative/ Friend/Neighbour  ,School Fees (Education)  ,2000.0,7.0,0.0,0.0,1.0,1000.0,None 
8143,1978.0,5.0,Yes,Yes,1.0,FRIENDS LOAN,1.0, Money Lender(Shylock )  ,School Fees (Education)  ,7000.0,3.0,30.0,0.0,1.0,7000.0,None 
8144,1978.0,6.0,Yes,Yes,1.0,LOAN 1,1.0, Relative/ Friend/Neighbour  ,School Fees (Education)  ,2000.0,7.0,0.0,,1.0,0.0,None 
8145,1979.0,3.0,Yes,Yes,1.0,SCHOOL FEES,1.0, Saccos  ,School Fees (Education)  ,36000.0,20.0,16.0,,,24800.0,Salary 
8146,1980.0,2.0,Yes,Yes,1.0,RICE,2.0, Merchant/Shop  ,Subsistence Needs  ,14400.0,0.0,0.0,0.0,30.0,0.0,None 
8147,1980.0,2.0,Yes,Yes,2.0,FORTIFIED MAIZE FLOUR,2.0, Merchant/Shop  ,Subsistence Needs  ,13440.0,0.0,0.0,0.0,30.0,0.0,None 
8148,1980.0,2.0,Yes,Yes,3.0,SUGAR,2.0, Merchant/Shop  ,Subsistence Needs  ,14400.0,0.0,0.0,0.0,30.0,0.0,None 
8149,1980.0,2.0,Yes,Yes,4.0,COOKING OIL SALAD,2.0, Merchant/Shop  ,Subsistence Needs  ,7200.0,0.0,0.0,0.0,30.0,0.0,None 
8150,1981.0,1.0,Yes,Yes,1.0,LOAN 1,2.0, Saccos  ,Business/Investment   ,300000.0,3.0,1.0,0.0,24.0,86000.0,Shares  
8151,1981.0,5.0,Yes,Yes,1.0,LOAN,1.0, Saccos  ,Subsistence Needs  ,50000.0,1.0,1.0,,12.0,16000.0,Salary 
8152,1982.0,3.0,Yes,Yes,1.0,MSHWARI LOAN,1.0, Mobile Phone Platform  ,School Fees (Education)  ,8000.0,0.0,7.5,,1.0,0.0,None 
8153,1983.0,1.0,Yes,Yes,1.0,CASH,1.0, Employer  ,Subsistence Needs  ,4000.0,3.0,0.0,0.0,6.0,1000.0,None 
8154,1983.0,1.0,Yes,Yes,2.0,FOOD ITEMS,1.0, Merchant/Shop  ,Subsistence Needs  ,6000.0,0.0,0.0,0.0,12.0,200.0,None 
8155,1983.0,2.0,Yes,Yes,1.0,CASH,1.0, Relative/ Friend/Neighbour  ,Subsistence Needs  ,800.0,0.0,0.0,0.0,2.0,400.0,None 
8156,1983.0,2.0,Yes,Yes,2.0,FOOD ITEMS,1.0, Merchant/Shop  ,Subsistence Needs  ,3000.0,0.0,0.0,0.0,12.0,300.0,None 
8157,1983.0,3.0,Yes,Yes,1.0,CASH,1.0, Relative/ Friend/Neighbour  ,School Fees (Education)  ,10000.0,0.0,0.0,0.0,3.0,7000.0,None 
8158,1983.0,4.0,Yes,Yes,1.0,FOOD ITEMS,2.0, Merchant/Shop  ,Subsistence Needs  ,12000.0,0.0,0.0,0.0,12.0,200.0,None 
8159,1983.0,5.0,Yes,Yes,1.0,CASH,2.0, Money Lender(Shylock )  ,Subsistence Needs  ,5000.0,7.0,10.0,0.0,0.0,0.0,None 
8160,1983.0,6.0,Yes,Yes,1.0,FOOD ITEMS,2.0, Merchant/Shop  ,Subsistence Needs  ,2000.0,0.0,0.0,0.0,2.0,0.0,None 
8161,1984.0,2.0,Yes,Yes,1.0,CASH,2.0, Saccos  ,School Fees (Education)  ,20000.0,1.0,10.0,0.0,3.0,10000.0,
8162,1984.0,4.0,Yes,Yes,1.0,CASH,1.0, Mobile Phone Platform  ,Purchase of Agricultural Inputs  ,10000.0,1.0,10.0,0.0,2.0,0.0,Individual/Guarantor  
8163,1984.0,5.0,Yes,Yes,1.0,CASH,1.0, Government Funds  ,Purchase of Agricultural Inputs  ,400000.0,30.0,15.0,0.0,12.0,400000.0,Land Title  
8164,1985.0,1.0,Yes,Yes,1.0,LOAN 1,1.0, Relative/ Friend/Neighbour  ,Subsistence Needs  ,2000.0,1.0,0.0,0.0,0.0,0.0,None 
8165,1985.0,5.0,Yes,Yes,1.0,NATIONAL BANK,1.0, Commercial Banks  ,Other  ,350000.0,7.0,0.0,18.0,36.0,200000.0,Salary 
8166,1985.0,5.0,Yes,Yes,2.0,EQUITY,2.0, Commercial Banks  ,Other  ,580000.0,14.0,0.0,15.0,36.0,400000.0,Salary 
8167,1985.0,9.0,Yes,Yes,1.0,SHOP KEEPER,1.0, Merchant/Shop  ,Ceremony/Wedding  ,3000.0,1.0,0.0,0.0,1.0,0.0,None 
8168,1986.0,1.0,Yes,Yes,1.0,CASH,2.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,5000.0,0.0,10.0,,5.0,3000.0,Individual/Guarantor  
8169,1986.0,2.0,Yes,Yes,1.0,CASH,2.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,6000.0,1.0,5.0,0.0,12.0,6000.0,Shares  
8170,1986.0,5.0,Yes,Yes,1.0,CASH,1.0, Self-Help Groups/Chamas  ,Medical Expense   ,4000.0,1.0,10.0,0.0,4.0,4000.0,None 
8171,1986.0,6.0,Yes,Yes,1.0,CASH,2.0, Mobile Phone Platform  ,Other  ,500.0,1.0,2.5,,3.0,0.0,None 
8172,1986.0,10.0,Yes,Yes,1.0,CASH,1.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,80000.0,7.0,10.0,0.0,36.0,20000.0,Individual/Guarantor  
8173,1987.0,3.0,Yes,No,,,,,,,,,,,,
8174,1987.0,5.0,Yes,Yes,1.0,MSHWARI LOAN,2.0, Mobile Phone Platform  ,Subsistence Needs  ,4500.0,1.0,7.5,,1.0,0.0,None 
8175,1987.0,8.0,Yes,Yes,1.0,CHAMA LOAN,1.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,6000.0,1.0,,0.2,6.0,0.0,Shares  
8176,1988.0,3.0,Yes,Yes,1.0,CHAMA,1.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,1000.0,1.0,10.0,,1.0,0.0,Shares  
8177,1988.0,5.0,Yes,Yes,1.0,CHAMA,1.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,4000.0,1.0,20.0,,1.0,0.0,Shares  
8178,1988.0,10.0,Yes,Yes,1.0,NEIGHBOUR,1.0, Relative/ Friend/Neighbour  ,School Fees (Education)  ,3000.0,1.0,0.0,,3.0,0.0,Individual/Guarantor  
8179,1989.0,1.0,Yes,Yes,1.0,LOAN,2.0, Commercial Banks  ,Purchase of Livestock  ,100000.0,2.0,1.0,12.0,24.0,60000.0,Livestock  
8180,1989.0,2.0,Yes,Yes,1.0,LOAN,1.0, Commercial Banks  ,Purchase of Agricultural Inputs  ,40000.0,1.0,0.0,7.0,9.0,1500.0,Livestock  
8181,1989.0,6.0,Yes,Yes,1.0,LOAN,2.0, Commercial Banks  ,Purchase of Agricultural Inputs  ,45000.0,1.0,,24.0,12.0,30000.0,Livestock  
8182,1989.0,9.0,Yes,Yes,1.0,LOAN,2.0, Commercial Banks  ,School Fees (Education)  ,20000.0,1.0,,10.0,12.0,15000.0,Livestock  
8183,1990.0,1.0,Yes,Yes,1.0,VISION FUND LOAN,1.0, Government Funds  ,Business/Investment   ,10000.0,30.0,20.0,,9.0,1000.0,Individual/Guarantor  
8184,1990.0,8.0,Yes,Yes,1.0,MSHWARI LOAN,1.0, Mobile Phone Platform  ,Business/Investment   ,7000.0,0.0,7.0,,1.0,0.0,Other  
8185,1990.0,8.0,Yes,Yes,2.0,SHYLOCK,1.0, Merchant/Shop  ,Business/Investment   ,20000.0,1.0,30.0,,1.0,0.0,None 
8186,1991.0,7.0,Yes,Yes,1.0,SACCOS,1.0, Saccos  ,School Fees (Education)  ,18000.0,4.0,1.3,0.0,12.0,10000.0,Individual/Guarantor  
8187,1992.0,1.0,Yes,Yes,1.0,SUGAR,1.0, Merchant/Shop  ,Subsistence Needs  ,1000.0,0.0,,,1.0,1000.0,None 
8188,1992.0,1.0,Yes,Yes,2.0,SPAGHETTI,1.0, Merchant/Shop  ,Subsistence Needs  ,240.0,0.0,,,1.0,240.0,None 
8189,1992.0,1.0,Yes,Yes,3.0,RICE,1.0, Merchant/Shop  ,Subsistence Needs  ,700.0,0.0,,,1.0,700.0,None 
8190,1992.0,2.0,Yes,Yes,1.0,RICE,2.0, Merchant/Shop  ,Subsistence Needs  ,2400.0,0.0,0.0,0.0,1.0,2400.0,None 
8191,1992.0,2.0,Yes,Yes,2.0,FORTIFIED MAIZE FLOUR,2.0, Merchant/Shop  ,Subsistence Needs  ,560.0,0.0,0.0,0.0,1.0,560.0,None 
8192,1992.0,2.0,Yes,Yes,3.0,SUGAR,2.0, Merchant/Shop  ,Subsistence Needs  ,2000.0,0.0,0.0,0.0,1.0,2000.0,None 
8193,1992.0,3.0,Yes,Yes,1.0,RICE,1.0, Merchant/Shop  ,Subsistence Needs  ,2400.0,0.0,0.0,0.0,1.0,0.0,None 
8194,1992.0,3.0,Yes,Yes,2.0,FORTIFIED  MAIZE FLOUR,1.0, Merchant/Shop  ,Subsistence Needs  ,1200.0,0.0,0.0,0.0,1.0,0.0,None 
8195,1992.0,3.0,Yes,Yes,3.0,COOKING OIL SALAD,1.0, Merchant/Shop  ,Subsistence Needs  ,500.0,0.0,0.0,0.0,1.0,0.0,None 
8196,1992.0,3.0,Yes,Yes,4.0,SUGAR,1.0, Merchant/Shop  ,Subsistence Needs  ,1500.0,0.0,0.0,0.0,1.0,0.0,None 
8197,1992.0,3.0,Yes,Yes,5.0,TEALEAVES,1.0, Merchant/Shop  ,Subsistence Needs  ,200.0,0.0,0.0,0.0,1.0,0.0,None 
8198,1992.0,3.0,Yes,Yes,6.0,COMMON SALT,1.0, Merchant/Shop  ,Subsistence Needs  ,50.0,0.0,0.0,0.0,1.0,0.0,None 
8199,1992.0,5.0,Yes,Yes,1.0,RICE,2.0, Merchant/Shop  ,Subsistence Needs  ,1000.0,0.0,0.0,0.0,0.0,0.0,None 
8200,1992.0,5.0,Yes,Yes,2.0,SUGAR,2.0, Merchant/Shop  ,Subsistence Needs  ,1500.0,0.0,0.0,0.0,0.0,0.0,None 
8201,1993.0,1.0,Yes,Yes,1.0,BANK LOAN,1.0, Commercial Banks  ,Purchase of Agricultural Inputs  ,4000.0,1.0,5.0,0.0,1.0,0.0,Salary 
8202,1993.0,4.0,Yes,Yes,1.0,CHAMA LOAN,2.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,60000.0,1.0,5.0,,2.0,0.0,Shares  
8203,1993.0,5.0,Yes,Yes,1.0,BANK LOAN,1.0, Commercial Banks  ,Purchase of Motor Vehicles/Cycles  ,500000.0,8.0,,21.0,24.0,290000.0,Business Stock 
8204,1993.0,5.0,Yes,Yes,2.0,MICRO-LOAN,2.0, Micro-Finance Inst  ,Purchase of Motor Vehicles/Cycles  ,150000.0,14.0,,17.0,12.0,60000.0,Shares  
8205,1993.0,8.0,Yes,Yes,1.0,SACCO LOAN,1.0, Saccos  ,Subsistence Needs  ,20000.0,7.0,6.0,,12.0,0.0,Individual/Guarantor  
8206,1994.0,3.0,Yes,Yes,1.0,DRESS,1.0, Merchant/Shop  ,Subsistence Needs  ,350.0,0.0,0.0,0.0,2.0,0.0,None 
8207,1994.0,3.0,Yes,Yes,2.0,HIJAB,1.0, Merchant/Shop  ,Subsistence Needs  ,350.0,0.0,0.0,0.0,2.0,0.0,None 
8208,1994.0,3.0,Yes,Yes,3.0,PANADOL,1.0, Merchant/Shop  ,Medical Expense   ,10.0,0.0,0.0,0.0,0.0,0.0,None 
8209,1994.0,3.0,Yes,Yes,4.0,DRESS,2.0, Merchant/Shop  ,Subsistence Needs  ,350.0,0.0,0.0,0.0,2.0,0.0,None 
8210,1994.0,3.0,Yes,Yes,5.0,HIJAB,2.0, Merchant/Shop  ,Subsistence Needs  ,350.0,0.0,0.0,0.0,2.0,350.0,None 
8211,1994.0,4.0,Yes,Yes,1.0,HEALTH,1.0, Merchant/Shop  ,Medical Expense   ,60000.0,0.0,0.0,0.0,8.0,30000.0,None 
8212,1994.0,4.0,Yes,Yes,2.0,SCHOOL FEES,1.0, Merchant/Shop  ,School Fees (Education)  ,20000.0,0.0,0.0,0.0,6.0,10000.0,None 
8213,1994.0,4.0,Yes,Yes,3.0,FOOD ITEMS,1.0, Merchant/Shop  ,Subsistence Needs  ,180000.0,0.0,0.0,0.0,3.0,4000.0,None 
8214,1994.0,5.0,Yes,Yes,1.0,SUGAR,2.0, Relative/ Friend/Neighbour  ,Subsistence Needs  ,10000.0,,,,,,None 
8215,1994.0,5.0,Yes,Yes,2.0,WHEAT  FLOUR,2.0, Relative/ Friend/Neighbour  ,Subsistence Needs  ,,,,,,,None 
8216,1994.0,5.0,Yes,Yes,3.0,RICE,2.0, Relative/ Friend/Neighbour  ,Subsistence Needs  ,,,,,,,None 
8217,1994.0,5.0,Yes,Yes,4.0,MAIZE GRAIN SIFTED,2.0, Relative/ Friend/Neighbour  ,Subsistence Needs  ,,,,,,,None 
8218,1995.0,2.0,Yes,Yes,1.0,BANK LOAN,2.0, Commercial Banks  ,Business/Investment   ,100000.0,14.0,18.0,0.0,12.0,0.0,Shares  
8219,1995.0,3.0,Yes,Yes,1.0,VSC,2.0, Self-Help Groups/Chamas  ,Business/Investment   ,20000.0,0.0,10.0,0.0,6.0,0.0,Shares  
8220,1996.0,5.0,Yes,Yes,1.0,SACCO LOAN,1.0, Saccos  ,Purchase of Land  ,1200000.0,7.0,0.0,16.0,60.0,900000.0,Shares  
8221,1996.0,5.0,Yes,Yes,2.0,BANK LOAN,2.0, Commercial Banks  ,Purchase of Land  ,700000.0,7.0,0.0,17.0,24.0,600000.0,Salary 
8222,1996.0,5.0,Yes,Yes,3.0,MSHWARI,5.0, Mobile Phone Platform  ,Subsistence Needs  ,4500.0,0.0,6.6,0.0,1.0,4500.0,None 
8223,1996.0,9.0,Yes,Yes,1.0,SACCO LOAN,2.0, Saccos  ,School Fees (Education)  ,20000.0,30.0,10.0,0.0,15.0,0.0,
8224,1997.0,3.0,Yes,Yes,1.0,INDIVIDUAL LOAN,1.0, Relative/ Friend/Neighbour  ,Subsistence Needs  ,2000.0,1.0,0.0,0.0,1.0,0.0,None 
8225,1997.0,5.0,Yes,Yes,1.0,BANK LOAN,1.0, Commercial Banks  ,Business/Investment   ,100000.0,14.0,3.0,0.0,7.0,20000.0,Business Stock 
8226,1997.0,7.0,Yes,Yes,1.0,BANK LOAN,1.0, Commercial Banks  ,Business/Investment   ,20000.0,7.0,2.0,0.0,6.0,7500.0,Business Stock 
8227,1997.0,8.0,Yes,No,,,,,,,,,,,,
8228,1998.0,1.0,Yes,Yes,1.0,MOBILE PHONE PLATFORM,1.0, Mobile Phone Platform  ,Subsistence Needs  ,1200.0,0.0,15.0,0.0,1.0,0.0,None 
8229,1998.0,2.0,Yes,Yes,1.0,RELATIVE/FRIEND/NEIGHBOUR,1.0, Relative/ Friend/Neighbour  ,Medical Expense   ,3000.0,1.0,0.0,0.0,0.0,1500.0,None 
8230,1998.0,4.0,Yes,Yes,1.0,SELH-HELP GROUP,1.0, Self-Help Groups/Chamas  ,Business/Investment   ,25000.0,7.0,5.0,,10.0,0.0,Individual/Guarantor  
8231,1998.0,8.0,Yes,Yes,1.0,SELF HELP GROUPS,1.0, Self-Help Groups/Chamas  ,Business/Investment   ,20000.0,7.0,5.0,0.0,12.0,8000.0,Individual/Guarantor  
8232,1999.0,1.0,Yes,Yes,1.0,CASH,1.0, Mobile Phone Platform  ,Subsistence Needs  ,3000.0,0.0,7.5,0.0,1.0,73.0,None 
8233,1999.0,2.0,Yes,Yes,1.0,CASH,1.0, Commercial Banks  ,School Fees (Education)  ,50000.0,14.0,0.0,22.0,12.0,16824.0,Individual/Guarantor  
8234,1999.0,4.0,Yes,Yes,1.0,CASH,1.0, Mobile Phone Platform  ,Subsistence Needs  ,2600.0,0.0,7.5,0.0,1.0,0.0,None 
8235,1999.0,5.0,Yes,Yes,1.0,FOOD ITEMS,1.0, Merchant/Shop  ,Subsistence Needs  ,6000.0,0.0,0.0,0.0,12.0,450.0,None 
8236,1999.0,6.0,Yes,Yes,1.0,FOOD ITEMS,2.0, Merchant/Shop  ,Subsistence Needs  ,24000.0,0.0,0.0,0.0,12.0,530.0,None 
8237,1999.0,8.0,Yes,Yes,1.0,CASH,1.0, Relative/ Friend/Neighbour  ,School Fees (Education)  ,6000.0,3.0,0.0,0.0,1.0,0.0,None 
8238,1999.0,8.0,Yes,Yes,2.0,FOOD ITEMS,1.0, Merchant/Shop  ,Subsistence Needs  ,26000.0,1.0,0.0,0.0,12.0,1100.0,None 
8239,2000.0,2.0,Yes,Yes,1.0,MSHWARI,1.0, Mobile Phone Platform  ,Subsistence Needs  ,4000.0,0.0,10.0,0.0,1.0,4000.0,None 
8240,2000.0,7.0,Yes,Yes,1.0,KCB LOAN,1.0, Commercial Banks  ,Subsistence Needs  ,500.0,0.0,10.0,0.0,1.0,500.0,None 
8241,2001.0,2.0,Yes,Yes,1.0,CHAMA,1.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,17500.0,1.0,10.0,,3.0,6666.0,Individual/Guarantor  
8242,2001.0,4.0,Yes,Yes,1.0,CHAMA,1.0, Self-Help Groups/Chamas  ,Business/Investment   ,500.0,1.0,10.0,,1.0,0.0,Shares  
8243,2001.0,5.0,Yes,Yes,1.0,CHAMA,1.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,4000.0,1.0,20.0,,4.0,0.0,Shares  
8244,2001.0,9.0,Yes,Yes,1.0,CHAMA,2.0, Self-Help Groups/Chamas  ,Purchase of Agricultural Inputs  ,10000.0,1.0,10.0,,1.0,0.0,Shares  
8245,2002.0,2.0,Yes,Yes,1.0,FAULU BANK LOAN,1.0, Saccos  ,Subsistence Needs  ,50000.0,30.0,0.0,20.0,12.0,8000.0,Household Goods 
8246,2003.0,1.0,Yes,Yes,1.0,BORESHA  LOAN,1.0, Saccos  ,School Fees (Education)  ,50000.0,5.0,,1.0,24.0,13000.0,Salary 
8247,2003.0,2.0,Yes,Yes,1.0,BORESHA SACCO LOAN,1.0, Saccos  ,School Fees (Education)  ,600000.0,7.0,,12.0,48.0,559000.0,Shares  
8248,2003.0,3.0,Yes,Yes,1.0,EQUITY LOAN,1.0, Commercial Banks  ,Purchase/Construction of Dwelling  ,1600000.0,30.0,,18.6,72.0,1500000.0,Salary 
8249,2003.0,5.0,Yes,Yes,1.0,BORESHA SACCO,2.0, Saccos  ,Purchase/Construction of Dwelling  ,100000.0,7.0,,12.0,12.0,60000.0,Salary 
8250,2003.0,6.0,Yes,Yes,1.0,BORESHA SACCO,1.0, Saccos  ,School Fees (Education)  ,200000.0,7.0,,2.0,36.0,160000.0,Salary 
8251,2003.0,7.0,Yes,Yes,1.0,TEACHERS SACCO,1.0, Saccos  ,School Fees (Education)  ,30000.0,3.0,1.0,,18.0,16000.0,Salary 
8252,2003.0,8.0,Yes,Yes,1.0,BORESHA LOAN,1.0, Saccos  ,School Fees (Education)  ,40000.0,7.0,2.0,,10.0,20000.0,Salary 
8253,2003.0,9.0,Yes,Yes,1.0,BORESHA SACCO,1.0, Saccos  ,School Fees (Education)  ,210000.0,14.0,1.0,,60.0,160000.0,Salary 
8254,2005.0,4.0,Yes,Yes,1.0,CHURCH SACCO,1.0, Saccos  ,Purchase of Land  ,300000.0,14.0,1.0,0.0,36.0,250000.0,Shares  
8255,2005.0,5.0,Yes,Yes,1.0,EQUITY LOAN,1.0, Commercial Banks  ,Business/Investment   ,80000.0,30.0,18.0,0.0,12.0,64000.0,None 
8256,2005.0,7.0,Yes,Yes,1.0,MWALIMU COOP,1.0, Saccos  ,Purchase of Land  ,1000000.0,141.0,1.5,0.0,84.0,1000000.0,Salary 
8257,2007.0,1.0,Yes,Yes,1.0,SUBSISTENCE NEED,1.0, Commercial Banks  ,Subsistence Needs  ,32000.0,3.0,,20.0,12.0,5680.0,Salary 
8258,2008.0,3.0,Yes,No,,,,,,,,,,,,
8259,2008.0,5.0,Yes,Yes,1.0,FOOD,1.0, Merchant/Shop  ,Subsistence Needs  ,5000.0,0.0,0.0,0.0,1.0,2000.0,Other  
8260,2008.0,8.0,Yes,Yes,1.0,BABA KATHAMBI,1.0, Merchant/Shop  ,Subsistence Needs  ,2000.0,0.0,0.0,0.0,1.0,2000.0,Income 
8261,2009.0,3.0,Yes,Yes,1.0,CHAMA LOAN,1.0, Self-Help Groups/Chamas  ,Business/Investment   ,10000.0,15.0,10.0,,2.0,0.0,Individual/Guarantor  
8262,2009.0,10.0,Yes,Yes,1.0,SACCO LOAN,1.0, Saccos  ,Business/Investment   ,30000.0,2.0,,,3.0,3000.0,Business Stock 
8263,2010.0,3.0,Yes,Yes,1.0,CHAMA LOAN,1.0, Self-Help Groups/Chamas  ,Business/Investment   ,10000.0,1.0,20.0,,1.0,720.0,
8264,2010.0,6.0,Yes,Yes,1.0,SHYLOCK,1.0, Money Lender(Shylock )  ,Medical Expense   ,5000.0,1.0,20.0,0.0,1.0,5000.0,None 
8265,2010.0,8.0,Yes,Yes,1.0,SHYLOCK,1.0, Relative/ Friend/Neighbour  ,Business/Investment   ,10000.0,1.0,0.0,0.0,6.0,8000.0,None 
8266,2010.0,9.0,Yes,Yes,1.0,FRIEND,1.0, Relative/ Friend/Neighbour  ,Subsistence Needs  ,500.0,1.0,0.0,0.0,1.0,0.0,None 
8267,2010.0,10.0,Yes,Yes,1.0,KWFT,1.0, Micro-Finance Inst  ,Medical Expense   ,50000.0,30.0,24.0,0.0,12.0,40000.0,Individual/Guarantor  
8268,2011.0,4.0,Yes,Yes,1.0,KENYA WOMEN,2.0, Micro-Finance Inst  ,School Fees (Education)  ,50000.0,30.0,12.0,,12.0,40600.0,Livestock  
8269,2011.0,5.0,Yes,Yes,1.0,CASH,2.0, Micro-Finance Inst  ,School Fees (Education)  ,20000.0,180.0,13.0,,12.0,20000.0,Household Goods 
8270,2011.0,6.0,Yes,Yes,1.0,ONE ACRE FUND,1.0, Ngo  ,Purchase of Agricultural Inputs  ,6900.0,90.0,0.0,,5.0,0.0,Individual/Guarantor  
8271,2012.0,2.0,Yes,Yes,1.0,CASH,1.0, Micro-Finance Inst  ,Business/Investment   ,60000.0,14.0,,20.0,12.0,10000.0,Individual/Guarantor  
8272,2012.0,4.0,Yes,Yes,1.0,CASH,1.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,2500.0,1.0,10.0,,1.0,0.0,Shares  
8273,2012.0,5.0,Yes,Yes,1.0,CASH,1.0, Saccos  ,Purchase/Construction of Dwelling  ,20000.0,3.0,8.5,,12.0,0.0,Salary 
8274,2012.0,7.0,Yes,Yes,1.0,CASH,1.0, Micro-Finance Inst  ,School Fees (Education)  ,300000.0,14.0,,20.0,24.0,100000.0,Salary 
8275,2012.0,8.0,Yes,No,,,,,,,,,,,,
8276,2013.0,2.0,Yes,Yes,1.0,FOOD ITEMS,1.0, Merchant/Shop  ,Subsistence Needs  ,3000.0,1.0,0.0,0.0,1.0,0.0,None 
8277,2013.0,3.0,Yes,Yes,1.0,EQUITY LOAN,1.0, Commercial Banks  ,Purchase of Motor Vehicles/Cycles  ,700000.0,30.0,,16.0,12.0,0.0,Business Stock 
8278,2013.0,4.0,Yes,Yes,1.0,CASH,1.0, Commercial Banks  ,Purchase of Agricultural Inputs  ,120000.0,1.0,10.0,0.0,12.0,0.0,Shares  
8279,2013.0,5.0,Yes,Yes,1.0,FOOD ITEMS,1.0, Merchant/Shop  ,Subsistence Needs  ,1000.0,1.0,0.0,0.0,1.0,200.0,None 
8280,2013.0,6.0,Yes,Yes,1.0,CASH,2.0, Commercial Banks  ,Purchase of Agricultural Inputs  ,20000.0,1.0,10.0,0.0,12.0,2000.0,Shares  
8281,2013.0,7.0,Yes,Yes,1.0,CASH,1.0, Commercial Banks  ,School Fees (Education)  ,180000.0,1.0,,15.0,24.0,80000.0,
8282,2013.0,10.0,Yes,Yes,1.0,FOOD ITEMS,1.0, Merchant/Shop  ,Subsistence Needs  ,9000.0,1.0,0.0,,1.0,0.0,None 
8283,2013.0,10.0,Yes,Yes,2.0,CASH,1.0, Relative/ Friend/Neighbour  ,Subsistence Needs  ,3000.0,1.0,0.0,,1.0,0.0,None 
8284,2013.0,10.0,Yes,Yes,3.0,CASH,1.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,3000.0,1.0,0.0,,3.0,3000.0,None 
8285,2014.0,1.0,Yes,Yes,1.0,CASH,1.0, Saccos  ,Business/Investment   ,60000.0,1.0,,12.0,12.0,38000.0,Individual/Guarantor  
8286,2014.0,3.0,Yes,Yes,1.0,CASH,1.0, Saccos  ,Purchase/Construction of Dwelling  ,20000.0,1.0,,18.0,24.0,16000.0,Land Title  
8287,2014.0,3.0,Yes,Yes,2.0,CASH,2.0, Commercial Banks  ,Purchase/Construction of Dwelling  ,31000.0,1.0,,18.0,24.0,28000.0,Other  
8288,2014.0,4.0,Yes,Yes,1.0,CASH,1.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,12000.0,1.0,5.0,,12.0,7000.0,Household Goods 
8289,2014.0,6.0,Yes,Yes,1.0,CASH,1.0, Saccos  ,Medical Expense   ,50000.0,1.0,,18.0,12.0,30000.0,Shares  
8290,2014.0,7.0,Yes,Yes,1.0,CASH,1.0, Saccos  ,Other  ,60000.0,1.0,,18.0,12.0,60000.0,Shares  
8291,2014.0,8.0,Yes,Yes,1.0,CASH,1.0, Saccos  ,School Fees (Education)  ,40000.0,1.0,,18.0,12.0,30000.0,Shares  
8292,2016.0,1.0,Yes,Yes,1.0,SCHOOL FEES,1.0, Saccos  ,School Fees (Education)  ,45000.0,2.0,,1.0,14.0,22000.0,Individual/Guarantor  
8293,2016.0,6.0,Yes,Yes,1.0,FEES,1.0, Saccos  ,School Fees (Education)  ,100000.0,14.0,,2.0,12.0,68000.0,Livestock  
8294,2018.0,2.0,Yes,No,,,,,,,,,,,,
8295,2018.0,3.0,Yes,Yes,1.0,MONEY,2.0, Commercial Banks  ,School Fees (Education)  ,75000.0,4.0,,8.0,12.0,48000.0,Household Goods 
8296,2018.0,5.0,Yes,Yes,1.0,EQUITY LOAN,1.0, Commercial Banks  ,Business/Investment   ,1200000.0,7.0,6.0,,12.0,0.0,Motor Vehicle/Cycle 
8297,2018.0,9.0,Yes,Yes,1.0,FADHILI LOAN,2.0, Micro-Finance Inst  ,Purchase of Motor Vehicles/Cycles  ,60000.0,14.0,,15.0,9.0,40000.0,Motor Vehicle/Cycle 
8298,2018.0,9.0,Yes,Yes,2.0,YEHU LOAN,2.0, Micro-Finance Inst  ,Purchase of Land  ,40000.0,30.0,,19.0,12.0,0.0,Household Goods 
