,clid,hhid,r01,r17,r18_1,r18_2
52512,2297.0,4.0,No,2.0,C,
52513,2297.0,6.0,No,1.0,A,
52514,2297.0,6.0,No,2.0,A,
52515,2297.0,7.0,No,2.0,C,
52516,2297.0,7.0,No,1.0,C,
52517,2297.0,7.0,No,3.0,C,
52518,2297.0,7.0,No,4.0,C,
52519,2297.0,8.0,No,2.0,C,
52520,2297.0,8.0,No,1.0,C,
52521,2297.0,9.0,No,2.0,C,
52522,2297.0,9.0,No,1.0,C,
52523,2297.0,10.0,No,2.0,C,
52524,2297.0,10.0,No,1.0,C,
52525,2298.0,1.0,No,4.0,I,
52526,2298.0,1.0,No,2.0,G,
52527,2298.0,1.0,No,3.0,I,
52528,2298.0,1.0,No,5.0,F,A
52529,2298.0,1.0,No,1.0,C,
52530,2298.0,5.0,No,1.0,A,
52531,2298.0,6.0,No,2.0,G,
52532,2298.0,6.0,No,1.0,B,
52533,2298.0,6.0,No,3.0,J,
52534,2298.0,7.0,No,1.0,A,
52535,2298.0,7.0,No,3.0,J,
52536,2298.0,7.0,No,2.0,G,
52537,2299.0,1.0,No,1.0,G,
52538,2299.0,1.0,No,3.0,A,
52539,2299.0,1.0,No,4.0,I,
52540,2299.0,1.0,No,6.0,I,
52541,2299.0,1.0,No,2.0,G,
52542,2299.0,1.0,No,5.0,I,
52543,2299.0,1.0,No,7.0,A,
52544,2299.0,2.0,No,4.0,I,
52545,2299.0,2.0,No,3.0,I,
52546,2299.0,2.0,No,5.0,I,
52547,2299.0,2.0,No,1.0,A,
52548,2299.0,2.0,No,2.0,A,
52549,2299.0,3.0,No,5.0,J,
52550,2299.0,3.0,No,4.0,J,
52551,2299.0,3.0,No,1.0,G,
52552,2299.0,3.0,No,3.0,J,
52553,2299.0,3.0,No,2.0,A,
52554,2299.0,4.0,No,1.0,A,
52555,2299.0,5.0,No,3.0,J,
52556,2299.0,5.0,No,4.0,J,
52557,2299.0,5.0,No,1.0,D,
52558,2299.0,5.0,No,2.0,D,
52559,2299.0,6.0,No,2.0,G,
52560,2299.0,6.0,No,1.0,G,
52561,2299.0,7.0,No,2.0,A,
52562,2299.0,7.0,No,1.0,A,
52563,2299.0,7.0,No,4.0,I,
52564,2299.0,7.0,No,3.0,I,
52565,2299.0,7.0,No,6.0,J,
52566,2299.0,7.0,No,8.0,J,
52567,2299.0,7.0,No,5.0,J,
52568,2299.0,7.0,No,7.0,J,
52569,2299.0,9.0,No,1.0,A,
52570,2299.0,9.0,No,2.0,J,
52571,2299.0,9.0,No,4.0,J,
52572,2299.0,9.0,No,3.0,J,
52573,2299.0,9.0,No,5.0,J,
52574,2299.0,10.0,No,3.0,E,
52575,2299.0,10.0,No,5.0,I,
52576,2299.0,10.0,No,1.0,C,
52577,2299.0,10.0,No,8.0,J,
52578,2299.0,10.0,No,4.0,I,
52579,2299.0,10.0,No,7.0,A,
52580,2299.0,10.0,No,6.0,I,
52581,2299.0,10.0,No,2.0,E,
52582,2300.0,1.0,No,3.0,A,G
52583,2300.0,1.0,No,2.0,A,G
52584,2300.0,1.0,No,4.0,A,G
52585,2300.0,1.0,No,1.0,A,G
52586,2300.0,2.0,No,4.0,J,
52587,2300.0,2.0,No,3.0,G,
52588,2300.0,2.0,No,1.0,G,
52589,2300.0,2.0,No,5.0,J,
52590,2300.0,2.0,No,2.0,G,
52591,2300.0,3.0,No,3.0,A,
52592,2300.0,3.0,No,2.0,A,
52593,2300.0,3.0,No,5.0,A,
52594,2300.0,3.0,No,6.0,A,
52595,2300.0,3.0,No,4.0,A,
52596,2300.0,3.0,No,1.0,A,
52597,2300.0,4.0,No,1.0,G,E
52598,2300.0,4.0,No,2.0,G,E
52599,2300.0,4.0,No,3.0,G,E
52600,2300.0,5.0,No,1.0,G,A
52601,2300.0,5.0,No,4.0,G,A
52602,2300.0,5.0,No,2.0,G,A
52603,2300.0,5.0,No,3.0,G,A
52604,2300.0,6.0,No,1.0,E,G
52605,2300.0,6.0,No,2.0,E,G
52606,2300.0,6.0,No,3.0,E,G
52607,2300.0,8.0,No,4.0,E,A
52608,2300.0,8.0,No,3.0,E,A
52609,2300.0,8.0,No,1.0,E,A
52610,2300.0,8.0,No,2.0,E,A
52611,2300.0,9.0,No,1.0,E,G
52612,2300.0,10.0,No,2.0,G,H
52613,2300.0,10.0,No,1.0,G,H
52614,2301.0,1.0,No,3.0,J,
52615,2301.0,1.0,No,2.0,G,C
52616,2301.0,1.0,No,1.0,C,D
52617,2301.0,2.0,No,1.0,I,F
52618,2301.0,3.0,No,1.0,C,D
52619,2301.0,3.0,No,4.0,J,
52620,2301.0,3.0,No,2.0,A,
52621,2301.0,3.0,No,3.0,J,I
52622,2301.0,3.0,No,5.0,J,
52623,2301.0,3.0,No,6.0,J,
52624,2301.0,5.0,No,1.0,C,F
52625,2301.0,5.0,No,2.0,I,
52626,2301.0,6.0,No,2.0,J,
52627,2301.0,6.0,No,1.0,B,C
52628,2301.0,7.0,No,1.0,C,D
52629,2301.0,9.0,No,1.0,F,C
52630,2302.0,1.0,No,1.0,A,
52631,2302.0,1.0,No,3.0,J,
52632,2302.0,1.0,No,2.0,A,
52633,2302.0,1.0,No,4.0,J,
52634,2302.0,2.0,No,4.0,J,
52635,2302.0,2.0,No,5.0,J,
52636,2302.0,2.0,No,3.0,J,
52637,2302.0,2.0,No,1.0,B,
52638,2302.0,2.0,No,2.0,J,
52639,2302.0,4.0,No,1.0,A,
52640,2302.0,5.0,No,2.0,J,
52641,2302.0,5.0,No,1.0,A,
52642,2302.0,6.0,No,1.0,A,
52643,2302.0,7.0,No,1.0,A,
52644,2302.0,7.0,No,2.0,I,
52645,2302.0,8.0,No,1.0,H,B
52646,2302.0,8.0,No,3.0,J,
52647,2302.0,8.0,No,2.0,H,A
52648,2302.0,10.0,No,2.0,A,
52649,2302.0,10.0,No,4.0,J,
52650,2302.0,10.0,No,3.0,J,
52651,2302.0,10.0,No,1.0,B,
52652,2303.0,1.0,No,3.0,I,
52653,2303.0,1.0,No,2.0,I,
52654,2303.0,1.0,No,1.0,A,
52655,2303.0,1.0,No,4.0,I,
52656,2303.0,1.0,No,5.0,I,
52657,2303.0,2.0,No,1.0,A,
52658,2303.0,3.0,No,1.0,A,
52659,2303.0,4.0,Yes,1.0,A,
52660,2303.0,4.0,Yes,5.0,J,
52661,2303.0,4.0,Yes,4.0,A,
52662,2303.0,4.0,Yes,3.0,A,
52663,2303.0,4.0,Yes,6.0,J,
52664,2303.0,5.0,No,2.0,A,
52665,2303.0,5.0,No,7.0,I,
52666,2303.0,5.0,No,8.0,I,
52667,2303.0,5.0,No,5.0,I,
52668,2303.0,5.0,No,1.0,G,
52669,2303.0,5.0,No,4.0,I,
52670,2303.0,5.0,No,3.0,A,
52671,2303.0,5.0,No,6.0,I,
52672,2303.0,6.0,No,1.0,E,
52673,2303.0,6.0,No,2.0,E,
52674,2303.0,6.0,No,4.0,J,
52675,2303.0,6.0,No,3.0,J,
52676,2303.0,7.0,No,2.0,A,
52677,2303.0,7.0,No,1.0,A,
52678,2303.0,8.0,No,5.0,A,
52679,2303.0,8.0,No,3.0,A,
52680,2303.0,8.0,No,2.0,A,
52681,2303.0,8.0,No,4.0,A,
52682,2303.0,8.0,No,1.0,A,
52683,2303.0,9.0,No,1.0,A,
52684,2303.0,10.0,No,3.0,A,
52685,2303.0,10.0,No,4.0,A,
52686,2303.0,10.0,No,2.0,A,
52687,2303.0,10.0,No,1.0,A,
52688,2304.0,1.0,No,1.0,G,
52689,2304.0,1.0,No,3.0,A,
52690,2304.0,1.0,No,2.0,G,
52691,2304.0,5.0,No,1.0,G,E
52692,2304.0,5.0,No,3.0,A,
52693,2304.0,5.0,No,2.0,G,
52694,2304.0,6.0,No,1.0,A,
52695,2304.0,6.0,No,2.0,A,
52696,2304.0,6.0,No,4.0,J,
52697,2304.0,6.0,No,5.0,J,
52698,2304.0,6.0,No,7.0,J,
52699,2304.0,6.0,No,6.0,J,
52700,2304.0,6.0,No,3.0,J,
52701,2304.0,7.0,No,1.0,G,
52702,2304.0,7.0,No,2.0,J,
52703,2305.0,1.0,No,1.0,B,
52704,2305.0,1.0,No,3.0,D,
52705,2305.0,1.0,No,2.0,B,D
52706,2305.0,1.0,No,4.0,D,
52707,2305.0,1.0,No,5.0,D,
52708,2305.0,4.0,No,4.0,D,
52709,2305.0,4.0,No,5.0,D,
52710,2305.0,4.0,No,1.0,D,
52711,2305.0,4.0,No,2.0,D,
52712,2305.0,4.0,No,6.0,I,
52713,2305.0,4.0,No,9.0,J,
52714,2305.0,4.0,No,7.0,J,
52715,2305.0,4.0,No,8.0,J,
52716,2305.0,4.0,No,3.0,D,
52717,2305.0,5.0,No,1.0,D,
52718,2305.0,8.0,No,2.0,B,
52719,2305.0,8.0,No,4.0,J,
52720,2305.0,8.0,No,1.0,B,
52721,2305.0,8.0,No,3.0,J,
52722,2305.0,9.0,No,1.0,D,
52723,2305.0,9.0,No,2.0,D,
52724,2306.0,1.0,No,1.0,A,
52725,2306.0,1.0,No,2.0,A,
52726,2306.0,2.0,No,1.0,A,
52727,2306.0,3.0,No,1.0,G,
52728,2306.0,3.0,No,2.0,I,
52729,2306.0,4.0,No,1.0,A,
52730,2306.0,4.0,No,3.0,J,
52731,2306.0,4.0,No,2.0,I,
52732,2306.0,4.0,No,4.0,J,
52733,2306.0,5.0,No,1.0,E,
52734,2306.0,6.0,No,1.0,G,
52735,2306.0,7.0,No,1.0,A,
52736,2306.0,7.0,No,2.0,A,
52737,2306.0,8.0,No,1.0,A,
52738,2306.0,8.0,No,2.0,A,
52739,2307.0,3.0,Yes,3.0,J,
52740,2307.0,3.0,Yes,2.0,C,E
52741,2307.0,3.0,Yes,4.0,J,
52742,2307.0,3.0,Yes,5.0,J,
52743,2307.0,3.0,Yes,1.0,C,E
52744,2307.0,4.0,No,2.0,I,
52745,2307.0,4.0,No,1.0,C,G
52746,2307.0,4.0,No,4.0,I,
52747,2307.0,4.0,No,6.0,J,
52748,2307.0,4.0,No,3.0,I,
52749,2307.0,4.0,No,5.0,J,
52750,2307.0,5.0,No,3.0,I,
52751,2307.0,5.0,No,4.0,I,
52752,2307.0,5.0,No,2.0,H,
52753,2307.0,5.0,No,6.0,J,
52754,2307.0,5.0,No,5.0,J,
52755,2307.0,5.0,No,1.0,C,B
52756,2307.0,6.0,No,2.0,H,
52757,2307.0,6.0,No,3.0,J,
52758,2307.0,6.0,No,1.0,C,
52759,2307.0,6.0,No,4.0,J,
52760,2307.0,7.0,No,1.0,G,C
52761,2308.0,1.0,No,1.0,A,
52762,2308.0,1.0,No,2.0,A,
52763,2308.0,1.0,No,3.0,I,
52764,2308.0,2.0,No,3.0,J,
52765,2308.0,2.0,No,1.0,E,
52766,2308.0,2.0,No,2.0,I,
52767,2308.0,3.0,No,1.0,A,
52768,2308.0,3.0,No,2.0,A,
52769,2308.0,3.0,No,3.0,I,
52770,2308.0,5.0,No,1.0,I,
52771,2308.0,5.0,No,2.0,I,
52772,2308.0,7.0,No,1.0,A,
52773,2308.0,7.0,No,2.0,A,
52774,2308.0,7.0,No,4.0,J,
52775,2308.0,7.0,No,3.0,J,
52776,2308.0,8.0,No,6.0,J,
52777,2308.0,8.0,No,2.0,A,
52778,2308.0,8.0,No,5.0,J,
52779,2308.0,8.0,No,1.0,A,
52780,2308.0,8.0,No,4.0,J,
52781,2308.0,8.0,No,3.0,J,
52782,2308.0,9.0,No,2.0,G,
52783,2308.0,9.0,No,3.0,I,
52784,2308.0,9.0,No,1.0,G,
52785,2309.0,1.0,No,3.0,J,
52786,2309.0,1.0,No,2.0,B,
52787,2309.0,1.0,No,1.0,C,E
52788,2309.0,2.0,No,5.0,A,
52789,2309.0,2.0,No,3.0,A,
52790,2309.0,2.0,No,1.0,G,
52791,2309.0,2.0,No,4.0,A,
52792,2309.0,2.0,No,2.0,A,
52793,2309.0,3.0,No,2.0,E,C
52794,2309.0,3.0,No,1.0,E,C
52795,2309.0,4.0,No,3.0,J,
52796,2309.0,4.0,No,1.0,E,
52797,2309.0,4.0,No,5.0,J,
52798,2309.0,4.0,No,2.0,E,
52799,2309.0,4.0,No,4.0,J,
52800,2309.0,5.0,No,1.0,A,
52801,2309.0,5.0,No,3.0,I,E
52802,2309.0,5.0,No,2.0,I,E
52803,2309.0,6.0,No,1.0,B,
52804,2309.0,6.0,No,3.0,A,
52805,2309.0,6.0,No,5.0,J,
52806,2309.0,6.0,No,6.0,J,
52807,2309.0,6.0,No,2.0,G,
52808,2309.0,6.0,No,4.0,J,
52809,2309.0,8.0,No,1.0,G,
52810,2309.0,8.0,No,5.0,J,
52811,2309.0,8.0,No,6.0,J,
52812,2309.0,8.0,No,4.0,J,
52813,2309.0,8.0,No,3.0,J,
52814,2309.0,8.0,No,2.0,G,
52815,2310.0,1.0,No,1.0,A,
52816,2310.0,1.0,No,2.0,B,
52817,2310.0,1.0,No,4.0,J,
52818,2310.0,1.0,No,3.0,B,
52819,2310.0,1.0,No,5.0,X,
52820,2311.0,1.0,No,1.0,A,
52821,2311.0,1.0,No,2.0,I,
52822,2311.0,2.0,No,2.0,A,
52823,2311.0,2.0,No,1.0,A,
52824,2311.0,2.0,No,4.0,J,
52825,2311.0,2.0,No,3.0,J,
52826,2311.0,3.0,No,1.0,A,
52827,2311.0,3.0,No,3.0,I,
52828,2311.0,3.0,No,2.0,G,
52829,2311.0,5.0,No,9.0,J,
52830,2311.0,5.0,No,6.0,A,
52831,2311.0,5.0,No,8.0,I,
52832,2311.0,5.0,No,1.0,E,
52833,2311.0,5.0,No,7.0,A,
52834,2311.0,5.0,No,4.0,A,
52835,2311.0,5.0,No,2.0,E,
52836,2311.0,5.0,No,5.0,A,
52837,2311.0,5.0,No,10.0,J,
52838,2311.0,5.0,No,3.0,I,
52839,2311.0,7.0,No,2.0,I,
52840,2311.0,7.0,No,3.0,I,
52841,2311.0,7.0,No,1.0,A,
52842,2311.0,8.0,No,1.0,E,
52843,2311.0,9.0,No,2.0,G,
52844,2311.0,9.0,No,3.0,J,
52845,2311.0,9.0,No,1.0,G,
52846,2311.0,10.0,No,1.0,E,
52847,2311.0,10.0,No,2.0,A,
52848,2311.0,10.0,No,3.0,J,
52849,2312.0,1.0,No,2.0,A,
52850,2312.0,1.0,No,1.0,B,
52851,2312.0,1.0,No,4.0,J,
52852,2312.0,1.0,No,3.0,J,
52853,2312.0,2.0,No,3.0,J,
52854,2312.0,2.0,No,1.0,A,
52855,2312.0,2.0,No,5.0,J,
52856,2312.0,2.0,No,4.0,J,
52857,2312.0,2.0,No,2.0,C,
52858,2312.0,3.0,No,3.0,J,
52859,2312.0,3.0,No,7.0,J,
52860,2312.0,3.0,No,2.0,D,
52861,2312.0,3.0,No,4.0,J,
52862,2312.0,3.0,No,6.0,J,
52863,2312.0,3.0,No,5.0,J,
52864,2312.0,3.0,No,1.0,D,
52865,2312.0,4.0,No,1.0,A,B
52866,2312.0,4.0,No,2.0,A,B
52867,2312.0,4.0,No,5.0,J,
52868,2312.0,4.0,No,4.0,J,
52869,2312.0,4.0,No,3.0,J,
52870,2312.0,6.0,No,1.0,G,
52871,2312.0,6.0,No,4.0,J,
52872,2312.0,6.0,No,3.0,J,
52873,2312.0,6.0,No,2.0,A,
52874,2312.0,7.0,No,3.0,J,
52875,2312.0,7.0,No,2.0,J,
52876,2312.0,7.0,No,1.0,A,
52877,2312.0,8.0,No,5.0,J,
52878,2312.0,8.0,No,2.0,A,
52879,2312.0,8.0,No,3.0,J,
52880,2312.0,8.0,No,4.0,J,
52881,2312.0,8.0,No,1.0,B,
52882,2312.0,9.0,No,3.0,I,
52883,2312.0,9.0,No,2.0,B,
52884,2312.0,9.0,No,4.0,J,
52885,2312.0,9.0,No,6.0,J,
52886,2312.0,9.0,No,5.0,J,
52887,2312.0,9.0,No,1.0,G,
52888,2313.0,3.0,No,1.0,A,
52889,2313.0,3.0,No,3.0,J,
52890,2313.0,3.0,No,2.0,B,C
52891,2313.0,3.0,No,4.0,J,
52892,2313.0,5.0,No,2.0,A,G
52893,2313.0,5.0,No,1.0,A,
52894,2313.0,6.0,Yes,4.0,J,
52895,2313.0,6.0,Yes,3.0,J,
52896,2313.0,6.0,Yes,1.0,A,
52897,2313.0,7.0,No,1.0,A,B
52898,2314.0,3.0,No,1.0,A,
52899,2314.0,3.0,No,2.0,A,
52900,2314.0,3.0,No,3.0,I,
52901,2314.0,3.0,No,4.0,J,
52902,2314.0,4.0,No,2.0,A,
52903,2314.0,4.0,No,1.0,F,
52904,2314.0,4.0,No,3.0,A,
52905,2314.0,4.0,No,4.0,A,
52906,2314.0,6.0,No,2.0,A,
52907,2314.0,6.0,No,6.0,J,
52908,2314.0,6.0,No,5.0,I,
52909,2314.0,6.0,No,3.0,I,
52910,2314.0,6.0,No,4.0,I,
52911,2314.0,6.0,No,1.0,A,
52912,2314.0,7.0,No,2.0,I,
52913,2314.0,7.0,No,1.0,A,
52914,2314.0,7.0,No,3.0,I,
52915,2314.0,8.0,No,1.0,A,
52916,2314.0,10.0,No,1.0,A,
52917,2314.0,10.0,No,2.0,I,
52918,2315.0,1.0,No,1.0,C,
52919,2315.0,1.0,No,2.0,D,
52920,2315.0,2.0,No,2.0,I,
52921,2315.0,2.0,No,1.0,D,
52922,2315.0,5.0,No,1.0,C,
52923,2315.0,5.0,No,2.0,I,
52924,2315.0,5.0,No,4.0,J,
52925,2315.0,5.0,No,3.0,J,
52926,2315.0,6.0,No,1.0,I,G
52927,2315.0,7.0,No,1.0,I,
52928,2315.0,8.0,No,6.0,J,
52929,2315.0,8.0,No,2.0,I,
52930,2315.0,8.0,No,3.0,I,
52931,2315.0,8.0,No,7.0,J,
52932,2315.0,8.0,No,1.0,G,
52933,2315.0,8.0,No,8.0,J,
52934,2315.0,8.0,No,9.0,J,
52935,2315.0,8.0,No,5.0,J,
52936,2315.0,8.0,No,4.0,J,
52937,2316.0,1.0,No,4.0,J,
52938,2316.0,1.0,No,3.0,J,
52939,2316.0,1.0,No,5.0,J,
52940,2316.0,1.0,No,2.0,A,
52941,2316.0,1.0,No,1.0,D,
52942,2316.0,2.0,No,5.0,J,
52943,2316.0,2.0,No,4.0,J,
52944,2316.0,2.0,No,1.0,A,
52945,2316.0,2.0,No,2.0,I,
52946,2316.0,2.0,No,3.0,I,
52947,2316.0,3.0,No,1.0,A,
52948,2316.0,3.0,No,2.0,J,
52949,2316.0,3.0,No,3.0,J,
52950,2316.0,4.0,No,7.0,J,
52951,2316.0,4.0,No,4.0,J,
52952,2316.0,4.0,No,3.0,I,
52953,2316.0,4.0,No,6.0,J,
52954,2316.0,4.0,No,2.0,I,
52955,2316.0,4.0,No,1.0,A,
52956,2316.0,4.0,No,5.0,J,
52957,2316.0,5.0,No,4.0,J,
52958,2316.0,5.0,No,3.0,J,
52959,2316.0,5.0,No,2.0,G,
52960,2316.0,5.0,No,6.0,J,
52961,2316.0,5.0,No,5.0,J,
52962,2316.0,5.0,No,1.0,A,
52963,2316.0,6.0,No,1.0,A,
52964,2316.0,6.0,No,4.0,J,
52965,2316.0,6.0,No,6.0,J,
52966,2316.0,6.0,No,3.0,J,
52967,2316.0,6.0,No,5.0,J,
52968,2316.0,6.0,No,2.0,I,
52969,2316.0,7.0,No,3.0,J,
52970,2316.0,7.0,No,2.0,J,
52971,2316.0,7.0,No,1.0,A,
52972,2316.0,8.0,No,1.0,A,
52973,2316.0,8.0,No,4.0,J,
52974,2316.0,8.0,No,7.0,I,
52975,2316.0,8.0,No,3.0,J,
52976,2316.0,8.0,No,2.0,B,
52977,2316.0,8.0,No,5.0,J,
52978,2316.0,8.0,No,6.0,J,
52979,2316.0,9.0,No,3.0,H,
52980,2316.0,9.0,No,2.0,B,
52981,2316.0,9.0,No,1.0,A,
52982,2317.0,3.0,No,2.0,E,
52983,2317.0,3.0,No,3.0,J,
52984,2317.0,3.0,No,1.0,E,
52985,2317.0,4.0,No,3.0,I,
52986,2317.0,4.0,No,7.0,J,
52987,2317.0,4.0,No,1.0,E,
52988,2317.0,4.0,No,4.0,I,
52989,2317.0,4.0,No,6.0,J,
52990,2317.0,4.0,No,5.0,I,
52991,2317.0,4.0,No,2.0,E,
52992,2317.0,5.0,No,3.0,I,
52993,2317.0,5.0,No,5.0,J,
52994,2317.0,5.0,No,6.0,A,
52995,2317.0,5.0,No,1.0,A,
52996,2317.0,5.0,No,4.0,J,
52997,2317.0,5.0,No,2.0,A,
52998,2317.0,6.0,No,1.0,A,
52999,2317.0,7.0,No,1.0,E,
53000,2317.0,7.0,No,3.0,J,
53001,2317.0,7.0,No,2.0,A,
53002,2318.0,1.0,No,1.0,G,D
53003,2318.0,1.0,No,4.0,I,A
53004,2318.0,1.0,No,6.0,J,
53005,2318.0,1.0,No,2.0,G,D
53006,2318.0,1.0,No,5.0,I,A
53007,2318.0,1.0,No,3.0,I,A
53008,2318.0,2.0,No,2.0,A,
53009,2318.0,2.0,No,3.0,A,
53010,2318.0,2.0,No,1.0,A,
53011,2318.0,3.0,No,1.0,A,
53012,2318.0,4.0,No,5.0,J,A
53013,2318.0,4.0,No,1.0,A,
53014,2318.0,4.0,No,3.0,I,A
53015,2318.0,4.0,No,2.0,A,
53016,2318.0,4.0,No,4.0,I,A
53017,2318.0,5.0,No,3.0,I,
53018,2318.0,5.0,No,4.0,I,
53019,2318.0,5.0,No,6.0,I,J
53020,2318.0,5.0,No,2.0,G,
53021,2318.0,5.0,No,8.0,J,
53022,2318.0,5.0,No,5.0,I,J
53023,2318.0,5.0,No,1.0,A,
53024,2318.0,5.0,No,9.0,J,
53025,2318.0,5.0,No,7.0,I,J
53026,2318.0,6.0,No,1.0,A,G
53027,2318.0,7.0,No,2.0,A,
53028,2318.0,7.0,No,1.0,A,
53029,2319.0,1.0,No,1.0,G,
53030,2319.0,1.0,No,2.0,G,
53031,2319.0,1.0,No,3.0,I,
53032,2319.0,1.0,No,4.0,I,
53033,2319.0,2.0,No,3.0,J,
53034,2319.0,2.0,No,2.0,J,
53035,2319.0,2.0,No,1.0,A,
53036,2319.0,5.0,No,4.0,I,
53037,2319.0,5.0,No,3.0,I,
53038,2319.0,5.0,No,1.0,E,
53039,2319.0,5.0,No,2.0,E,
53040,2319.0,5.0,No,5.0,J,
53041,2319.0,5.0,No,7.0,J,
53042,2319.0,5.0,No,6.0,J,
53043,2319.0,6.0,No,1.0,C,
53044,2319.0,6.0,No,2.0,I,
53045,2319.0,7.0,No,4.0,I,
53046,2319.0,7.0,No,1.0,A,
53047,2319.0,7.0,No,2.0,I,
53048,2319.0,7.0,No,5.0,I,
53049,2319.0,7.0,No,3.0,I,
53050,2319.0,7.0,No,6.0,A,
53051,2319.0,8.0,No,1.0,B,
53052,2319.0,8.0,No,3.0,J,
53053,2319.0,8.0,No,2.0,I,
53054,2319.0,9.0,No,4.0,J,
53055,2319.0,9.0,No,2.0,I,
53056,2319.0,9.0,No,1.0,C,
53057,2319.0,9.0,No,3.0,I,
53058,2319.0,9.0,No,5.0,J,
53059,2320.0,1.0,No,3.0,D,
53060,2320.0,1.0,No,5.0,J,
53061,2320.0,1.0,No,1.0,G,
53062,2320.0,1.0,No,2.0,G,
53063,2320.0,1.0,No,4.0,J,
53064,2320.0,2.0,No,5.0,J,
53065,2320.0,2.0,No,2.0,G,
53066,2320.0,2.0,No,1.0,D,
53067,2320.0,2.0,No,3.0,J,
53068,2320.0,2.0,No,4.0,J,
53069,2320.0,3.0,No,1.0,G,
53070,2320.0,4.0,No,1.0,D,
53071,2320.0,4.0,No,2.0,J,
53072,2320.0,5.0,No,2.0,A,
53073,2320.0,5.0,No,3.0,J,
53074,2320.0,5.0,No,1.0,A,
53075,2320.0,6.0,No,2.0,J,
53076,2320.0,6.0,No,1.0,G,
53077,2320.0,6.0,No,3.0,J,
53078,2320.0,7.0,No,4.0,J,
53079,2320.0,7.0,No,3.0,J,
53080,2320.0,7.0,No,2.0,D,
53081,2320.0,7.0,No,1.0,D,
53082,2320.0,7.0,No,5.0,J,
53083,2321.0,1.0,No,3.0,J,
53084,2321.0,1.0,No,2.0,J,
53085,2321.0,1.0,No,1.0,X,
53086,2321.0,2.0,No,4.0,J,
53087,2321.0,2.0,No,2.0,E,
53088,2321.0,2.0,No,3.0,J,
53089,2321.0,2.0,No,1.0,E,
53090,2321.0,3.0,No,1.0,E,
53091,2321.0,3.0,No,2.0,D,
53092,2321.0,4.0,No,1.0,C,E
53093,2321.0,5.0,No,1.0,B,
53094,2321.0,5.0,No,3.0,J,
53095,2321.0,5.0,No,2.0,E,
53096,2321.0,6.0,No,3.0,J,
53097,2321.0,6.0,No,2.0,X,
53098,2321.0,6.0,No,1.0,X,
53099,2321.0,7.0,No,2.0,C,
53100,2321.0,7.0,No,1.0,A,
53101,2321.0,7.0,No,3.0,I,
53102,2321.0,8.0,No,4.0,J,
53103,2321.0,8.0,No,3.0,J,
53104,2321.0,8.0,No,1.0,B,
53105,2321.0,8.0,No,2.0,E,
53106,2322.0,1.0,No,2.0,A,
53107,2322.0,1.0,No,4.0,I,
53108,2322.0,1.0,No,1.0,A,
53109,2322.0,1.0,No,3.0,A,
53110,2322.0,2.0,No,3.0,I,
53111,2322.0,2.0,No,5.0,J,
53112,2322.0,2.0,No,2.0,X,
53113,2322.0,2.0,No,1.0,X,
53114,2322.0,2.0,No,4.0,I,
53115,2322.0,3.0,No,1.0,A,
53116,2322.0,3.0,No,3.0,I,
53117,2322.0,3.0,No,2.0,B,E
53118,2322.0,3.0,No,4.0,J,
53119,2322.0,4.0,No,3.0,J,
53120,2322.0,4.0,No,1.0,C,E
53121,2322.0,4.0,No,7.0,J,
53122,2322.0,4.0,No,6.0,J,
53123,2322.0,4.0,No,2.0,J,
53124,2322.0,4.0,No,8.0,J,
53125,2322.0,4.0,No,5.0,J,
53126,2322.0,4.0,No,4.0,J,
53127,2322.0,6.0,No,6.0,J,
53128,2322.0,6.0,No,4.0,J,
53129,2322.0,6.0,No,5.0,J,
53130,2322.0,6.0,No,1.0,A,
53131,2322.0,6.0,No,2.0,A,
53132,2322.0,6.0,No,3.0,A,
53133,2322.0,7.0,No,2.0,A,
53134,2322.0,7.0,No,1.0,A,
53135,2322.0,7.0,No,4.0,J,
53136,2322.0,7.0,No,6.0,J,
53137,2322.0,7.0,No,5.0,J,
53138,2322.0,7.0,No,3.0,E,
53139,2322.0,8.0,No,3.0,I,
53140,2322.0,8.0,No,1.0,A,
53141,2322.0,8.0,No,2.0,C,
53142,2322.0,8.0,No,4.0,I,
53143,2322.0,9.0,No,1.0,A,
53144,2322.0,9.0,No,2.0,A,
53145,2323.0,1.0,No,3.0,J,
53146,2323.0,1.0,No,2.0,A,
53147,2323.0,1.0,No,1.0,A,
53148,2323.0,2.0,No,4.0,J,
53149,2323.0,2.0,No,2.0,A,
53150,2323.0,2.0,No,3.0,I,
53151,2323.0,2.0,No,1.0,A,
53152,2323.0,6.0,No,1.0,A,
53153,2323.0,6.0,No,2.0,A,
53154,2323.0,6.0,No,3.0,J,
53155,2323.0,7.0,No,4.0,I,
53156,2323.0,7.0,No,3.0,B,
53157,2323.0,7.0,No,7.0,I,
53158,2323.0,7.0,No,6.0,A,
53159,2323.0,7.0,No,8.0,I,
53160,2323.0,7.0,No,2.0,A,
53161,2323.0,7.0,No,9.0,I,
53162,2323.0,7.0,No,1.0,A,
53163,2323.0,7.0,No,5.0,I,
53164,2323.0,8.0,No,3.0,I,
53165,2323.0,8.0,No,6.0,J,
53166,2323.0,8.0,No,2.0,A,
53167,2323.0,8.0,No,4.0,I,
53168,2323.0,8.0,No,5.0,J,
53169,2323.0,8.0,No,1.0,A,
53170,2323.0,9.0,No,5.0,A,
53171,2323.0,9.0,No,4.0,A,
53172,2323.0,9.0,No,2.0,A,
